Province,Crime_Category,Year,Total_Crimes,Dacoity,Robbery,Murder,Speedy Trial,Riot,Woman & Child Repression,Kidnapping,Police Assault,Burglary,Theft,Other Cases,Arms Act,Explosive,Narcotics,Smuggling,Total,Total Cases
Free State,Bank robbery,2019,0.0,,,,,,,,,,,,,,,,,
Free State,Truck hijacking,2019,44.0,,,,,,,,,,,,,,,,,
Free State,Arson,2019,148.0,,,,,,,,,,,,,,,,,
Free State,Malicious damage to property,2019,5592.0,,,,,,,,,,,,,,,,,
Free State,Contact-related crime,2019,5740.0,,,,,,,,,,,,,,,,,
Free State,Burglary at non-residential premises,2019,5417.0,,,,,,,,,,,,,,,,,
Free State,Burglary at residential premises,2019,12494.0,,,,,,,,,,,,,,,,,
Free State,Theft of motor vehicle and motorcycle,2019,1344.0,,,,,,,,,,,,,,,,,
Free State,Theft out of or from motor vehicle,2019,4527.0,,,,,,,,,,,,,,,,,
Free State,Stock-theft,2019,3785.0,,,,,,,,,,,,,,,,,
Free State,Property-related crime,2019,27567.0,,,,,,,,,,,,,,,,,
Free State,All theft not mentioned elsewhere,2019,14584.0,,,,,,,,,,,,,,,,,
Free State,Commercial crime,2019,4255.0,,,,,,,,,,,,,,,,,
Free State,Shoplifting,2019,2792.0,,,,,,,,,,,,,,,,,
Free State,Other serious crime,2019,21631.0,,,,,,,,,,,,,,,,,
Free State,Illegal possession of firearms and ammunition,2019,416.0,,,,,,,,,,,,,,,,,
Free State,Drug-related crime,2019,3989.0,,,,,,,,,,,,,,,,,
Free State,Driving under the influence of alcohol or drugs,2019,3207.0,,,,,,,,,,,,,,,,,
Free State,Sexual offences detected as a result of police action,2019,701.0,,,,,,,,,,,,,,,,,
Free State,Crime detected as a result of police action,2019,8313.0,,,,,,,,,,,,,,,,,
Free State,Kidnapping,2019,419.0,,,,,,,,,,,,,,,,,
Gauteng,Murder,2019,4555.0,,,,,,,,,,,,,,,,,
Gauteng,Sexual offences,2019,10810.0,,,,,,,,,,,,,,,,,
Gauteng,Attempted murder,2019,4639.0,,,,,,,,,,,,,,,,,
Gauteng,Assault with the intent to inflict grievous bodily harm,2019,38362.0,,,,,,,,,,,,,,,,,
Gauteng,Common robbery,2019,18088.0,,,,,,,,,,,,,,,,,
Gauteng,Robbery with aggravating circumstances,2019,53927.0,,,,,,,,,,,,,,,,,
Gauteng,Contact crime (Crimes against the person),2019,177737.0,,,,,,,,,,,,,,,,,
Gauteng,Rape,2019,8509.0,,,,,,,,,,,,,,,,,
Gauteng,Sexual assault,2019,1775.0,,,,,,,,,,,,,,,,,
Gauteng,Attempted sexual offences,2019,249.0,,,,,,,,,,,,,,,,,
Gauteng,Contact sexual offences,2019,277.0,,,,,,,,,,,,,,,,,
Gauteng,Carjacking,2019,9025.0,,,,,,,,,,,,,,,,,
Gauteng,Robbery at residential premises,2019,7695.0,,,,,,,,,,,,,,,,,
Gauteng,Robbery at non-residential premises,2019,6989.0,,,,,,,,,,,,,,,,,
Gauteng,TRIO Crime,2019,23709.0,,,,,,,,,,,,,,,,,
Gauteng,Robbery of cash in transit,2019,61.0,,,,,,,,,,,,,,,,,
Gauteng,Bank robbery,2019,0.0,,,,,,,,,,,,,,,,,
Gauteng,Truck hijacking,2019,629.0,,,,,,,,,,,,,,,,,
Gauteng,Arson,2019,476.0,,,,,,,,,,,,,,,,,
Gauteng,Malicious damage to property,2019,28756.0,,,,,,,,,,,,,,,,,
Gauteng,Contact-related crime,2019,29232.0,,,,,,,,,,,,,,,,,
Gauteng,Burglary at non-residential premises,2019,15582.0,,,,,,,,,,,,,,,,,
Gauteng,Burglary at residential premises,2019,48980.0,,,,,,,,,,,,,,,,,
Gauteng,Theft of motor vehicle and motorcycle,2019,23819.0,,,,,,,,,,,,,,,,,
Gauteng,Theft out of or from motor vehicle,2019,37475.0,,,,,,,,,,,,,,,,,
Gauteng,Stock-theft,2019,988.0,,,,,,,,,,,,,,,,,
Gauteng,Property-related crime,2019,126844.0,,,,,,,,,,,,,,,,,
Gauteng,All theft not mentioned elsewhere,2019,82595.0,,,,,,,,,,,,,,,,,
Gauteng,Commercial crime,2019,28941.0,,,,,,,,,,,,,,,,,
Gauteng,Shoplifting,2019,18160.0,,,,,,,,,,,,,,,,,
Gauteng,17 Community reported serious crime,2019,463509.0,,,,,,,,,,,,,,,,,
Gauteng,Illegal possession of firearms and ammunition,2019,4079.0,,,,,,,,,,,,,,,,,
Gauteng,Drug-related crime,2019,43275.0,,,,,,,,,,,,,,,,,
Gauteng,Driving under the influence of alcohol or drugs,2019,34860.0,,,,,,,,,,,,,,,,,
Gauteng,Sexual offences detected as a result of police action,2019,876.0,,,,,,,,,,,,,,,,,
Gauteng,Crime detected as a result of police action,2019,83090.0,,,,,,,,,,,,,,,,,
Gauteng,Kidnapping,2019,2202.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Sexual offences,2019,9809.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Attempted murder,2019,4161.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Assault with the intent to inflict grievous bodily harm,2019,27418.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Common assault,2019,24900.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Common robbery,2019,7183.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Robbery with aggravating circumstances,2019,22824.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Contact crime (Crimes against the person),2019,101154.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Rape,2019,8017.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Sexual assault,2019,1367.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Attempted sexual offences,2019,251.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Contact sexual offences,2019,174.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Carjacking,2019,3041.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Robbery at residential premises,2019,4575.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Robbery at non-residential premises,2019,3072.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Robbery of cash in transit,2019,16.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Bank robbery,2019,0.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Truck hijacking,2019,70.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Arson,2019,762.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Malicious damage to property,2019,13358.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Contact-related crime,2019,14120.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Burglary at non-residential premises,2019,10844.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Burglary at residential premises,2019,35290.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Theft of motor vehicle and motorcycle,2019,8030.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Theft out of or from motor vehicle,2019,14388.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Stock-theft,2019,6252.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Property-related crime,2019,74804.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,All theft not mentioned elsewhere,2019,39647.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Commercial crime,2019,14343.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Shoplifting,2019,10138.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Other serious crime,2019,64128.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,17 Community reported serious crime,2019,254206.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Illegal possession of firearms and ammunition,2019,3719.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Drug-related crime,2019,25990.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Sexual offences detected as a result of police action,2019,3474.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Crime detected as a result of police action,2019,54199.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Kidnapping,2019,1423.0,,,,,,,,,,,,,,,,,
Limpopo,Murder,2019,882.0,,,,,,,,,,,,,,,,,
Limpopo,Sexual offences,2019,3990.0,,,,,,,,,,,,,,,,,
Limpopo,Attempted murder,2019,794.0,,,,,,,,,,,,,,,,,
Limpopo,Assault with the intent to inflict grievous bodily harm,2019,11368.0,,,,,,,,,,,,,,,,,
Limpopo,Common assault,2019,7381.0,,,,,,,,,,,,,,,,,
Limpopo,Common robbery,2019,2899.0,,,,,,,,,,,,,,,,,
Limpopo,Robbery with aggravating circumstances,2019,7466.0,,,,,,,,,,,,,,,,,
Limpopo,Contact crime (Crimes against the person),2019,34780.0,,,,,,,,,,,,,,,,,
Limpopo,Rape,2019,3436.0,,,,,,,,,,,,,,,,,
Limpopo,Sexual assault,2019,316.0,,,,,,,,,,,,,,,,,
Limpopo,Attempted sexual offences,2019,190.0,,,,,,,,,,,,,,,,,
Limpopo,Contact sexual offences,2019,48.0,,,,,,,,,,,,,,,,,
Limpopo,Carjacking,2019,458.0,,,,,,,,,,,,,,,,,
Limpopo,Robbery at non-residential premises,2019,2165.0,,,,,,,,,,,,,,,,,
Limpopo,Robbery of cash in transit,2019,15.0,,,,,,,,,,,,,,,,,
Limpopo,Bank robbery,2019,0.0,,,,,,,,,,,,,,,,,
Limpopo,Truck hijacking,2019,25.0,,,,,,,,,,,,,,,,,
Limpopo,Arson,2019,354.0,,,,,,,,,,,,,,,,,
Limpopo,Malicious damage to property,2019,6589.0,,,,,,,,,,,,,,,,,
Limpopo,Contact-related crime,2019,6943.0,,,,,,,,,,,,,,,,,
Limpopo,Burglary at non-residential premises,2019,6703.0,,,,,,,,,,,,,,,,,
Limpopo,Burglary at residential premises,2019,14502.0,,,,,,,,,,,,,,,,,
Limpopo,Theft of motor vehicle and motorcycle,2019,787.0,,,,,,,,,,,,,,,,,
Limpopo,Theft out of or from motor vehicle,2019,4126.0,,,,,,,,,,,,,,,,,
Limpopo,Stock-theft,2019,2331.0,,,,,,,,,,,,,,,,,
Limpopo,Property-related crime,2019,28449.0,,,,,,,,,,,,,,,,,
Limpopo,All theft not mentioned elsewhere,2019,15709.0,,,,,,,,,,,,,,,,,
Limpopo,Commercial crime,2019,4275.0,,,,,,,,,,,,,,,,,
Limpopo,Shoplifting,2019,3796.0,,,,,,,,,,,,,,,,,
Limpopo,Other serious crime,2019,23780.0,,,,,,,,,,,,,,,,,
Limpopo,17 Community reported serious crime,2019,93952.0,,,,,,,,,,,,,,,,,
Limpopo,Illegal possession of firearms and ammunition,2019,635.0,,,,,,,,,,,,,,,,,
Limpopo,Drug-related crime,2019,4775.0,,,,,,,,,,,,,,,,,
Limpopo,Driving under the influence of alcohol or drugs,2019,7916.0,,,,,,,,,,,,,,,,,
Limpopo,Sexual offences detected as a result of police action,2019,3594.0,,,,,,,,,,,,,,,,,
Limpopo,Crime detected as a result of police action,2019,16920.0,,,,,,,,,,,,,,,,,
Limpopo,Kidnapping,2019,289.0,,,,,,,,,,,,,,,,,
Mpumalanga,Murder,2019,1046.0,,,,,,,,,,,,,,,,,
Mpumalanga,Sexual offences,2019,3513.0,,,,,,,,,,,,,,,,,
Mpumalanga,Attempted murder,2019,1108.0,,,,,,,,,,,,,,,,,
Mpumalanga,Assault with the intent to inflict grievous bodily harm,2019,11250.0,,,,,,,,,,,,,,,,,
Mpumalanga,Common assault,2019,8423.0,,,,,,,,,,,,,,,,,
Mpumalanga,Common robbery,2019,2610.0,,,,,,,,,,,,,,,,,
Mpumalanga,Robbery with aggravating circumstances,2019,7672.0,,,,,,,,,,,,,,,,,
Mpumalanga,Contact crime (Crimes against the person),2019,35622.0,,,,,,,,,,,,,,,,,
Mpumalanga,Rape,2019,2971.0,,,,,,,,,,,,,,,,,
Mpumalanga,Sexual assault,2019,371.0,,,,,,,,,,,,,,,,,
Mpumalanga,Attempted sexual offences,2019,105.0,,,,,,,,,,,,,,,,,
Mpumalanga,Contact sexual offences,2019,66.0,,,,,,,,,,,,,,,,,
Mpumalanga,Carjacking,2019,999.0,,,,,,,,,,,,,,,,,
Mpumalanga,Robbery at residential premises,2019,1184.0,,,,,,,,,,,,,,,,,
Mpumalanga,Robbery at non-residential premises,2019,1783.0,,,,,,,,,,,,,,,,,
Mpumalanga,TRIO Crime,2019,3966.0,,,,,,,,,,,,,,,,,
Mpumalanga,Robbery of cash in transit,2019,15.0,,,,,,,,,,,,,,,,,
Mpumalanga,Truck hijacking,2019,144.0,,,,,,,,,,,,,,,,,
Mpumalanga,Arson,2019,245.0,,,,,,,,,,,,,,,,,
Mpumalanga,Contact-related crime,2019,6200.0,,,,,,,,,,,,,,,,,
Mpumalanga,Burglary at residential premises,2019,16040.0,,,,,,,,,,,,,,,,,
Mpumalanga,Theft of motor vehicle and motorcycle,2019,2304.0,,,,,,,,,,,,,,,,,
Mpumalanga,Theft out of or from motor vehicle,2019,5973.0,,,,,,,,,,,,,,,,,
Mpumalanga,Stock-theft,2019,2987.0,,,,,,,,,,,,,,,,,
Mpumalanga,Property-related crime,2019,33035.0,,,,,,,,,,,,,,,,,
Mpumalanga,All theft not mentioned elsewhere,2019,15884.0,,,,,,,,,,,,,,,,,
Mpumalanga,Commercial crime,2019,5104.0,,,,,,,,,,,,,,,,,
Mpumalanga,Shoplifting,2019,3379.0,,,,,,,,,,,,,,,,,
Mpumalanga,Other serious crime,2019,24367.0,,,,,,,,,,,,,,,,,
Mpumalanga,Illegal possession of firearms and ammunition,2019,1039.0,,,,,,,,,,,,,,,,,
Mpumalanga,Drug-related crime,2019,6670.0,,,,,,,,,,,,,,,,,
Mpumalanga,Driving under the influence of alcohol or drugs,2019,5541.0,,,,,,,,,,,,,,,,,
Mpumalanga,Sexual offences detected as a result of police action,2019,17.0,,,,,,,,,,,,,,,,,
Mpumalanga,Crime detected as a result of police action,2019,13267.0,,,,,,,,,,,,,,,,,
Mpumalanga,Kidnapping,2019,492.0,,,,,,,,,,,,,,,,,
North West,Murder,2019,864.0,,,,,,,,,,,,,,,,,
North West,Sexual offences,2019,3824.0,,,,,,,,,,,,,,,,,
North West,Attempted murder,2019,765.0,,,,,,,,,,,,,,,,,
North West,Assault with the intent to inflict grievous bodily harm,2019,12712.0,,,,,,,,,,,,,,,,,
North West,Common assault,2019,8733.0,,,,,,,,,,,,,,,,,
North West,Common robbery,2019,2581.0,,,,,,,,,,,,,,,,,
North West,Robbery with aggravating circumstances,2019,6807.0,,,,,,,,,,,,,,,,,
North West,Contact crime (Crimes against the person),2019,36286.0,,,,,,,,,,,,,,,,,
North West,Rape,2019,3136.0,,,,,,,,,,,,,,,,,
North West,Sexual assault,2019,345.0,,,,,,,,,,,,,,,,,
North West,Attempted sexual offences,2019,262.0,,,,,,,,,,,,,,,,,
North West,Contact sexual offences,2019,81.0,,,,,,,,,,,,,,,,,
North West,Carjacking,2019,493.0,,,,,,,,,,,,,,,,,
North West,Robbery at residential premises,2019,1076.0,,,,,,,,,,,,,,,,,
North West,Robbery at non-residential premises,2019,1307.0,,,,,,,,,,,,,,,,,
North West,TRIO Crime,2019,2876.0,,,,,,,,,,,,,,,,,
North West,Bank robbery,2019,0.0,,,,,,,,,,,,,,,,,
North West,Truck hijacking,2019,36.0,,,,,,,,,,,,,,,,,
North West,Arson,2019,246.0,,,,,,,,,,,,,,,,,
North West,Malicious damage to property,2019,5964.0,,,,,,,,,,,,,,,,,
North West,Contact-related crime,2019,6210.0,,,,,,,,,,,,,,,,,
North West,Burglary at non-residential premises,2019,5204.0,,,,,,,,,,,,,,,,,
North West,Burglary at residential premises,2019,14156.0,,,,,,,,,,,,,,,,,
North West,Theft of motor vehicle and motorcycle,2019,1929.0,,,,,,,,,,,,,,,,,
North West,Theft out of or from motor vehicle,2019,5583.0,,,,,,,,,,,,,,,,,
North West,Stock-theft,2019,3005.0,,,,,,,,,,,,,,,,,
North West,Property-related crime,2019,29877.0,,,,,,,,,,,,,,,,,
North West,All theft not mentioned elsewhere,2019,14579.0,,,,,,,,,,,,,,,,,
North West,Commercial crime,2019,3768.0,,,,,,,,,,,,,,,,,
North West,Shoplifting,2019,2011.0,,,,,,,,,,,,,,,,,
North West,Other serious crime,2019,20358.0,,,,,,,,,,,,,,,,,
North West,17 Community reported serious crime,2019,92731.0,,,,,,,,,,,,,,,,,
North West,Illegal possession of firearms and ammunition,2019,704.0,,,,,,,,,,,,,,,,,
North West,Drug-related crime,2019,7140.0,,,,,,,,,,,,,,,,,
North West,Driving under the influence of alcohol or drugs,2019,3480.0,,,,,,,,,,,,,,,,,
North West,Sexual offences detected as a result of police action,2019,704.0,,,,,,,,,,,,,,,,,
North West,Crime detected as a result of police action,2019,12028.0,,,,,,,,,,,,,,,,,
North West,Kidnapping,2019,424.0,,,,,,,,,,,,,,,,,
Northern Cape,Murder,2019,326.0,,,,,,,,,,,,,,,,,
Northern Cape,Sexual offences,2019,1590.0,,,,,,,,,,,,,,,,,
Northern Cape,Attempted murder,2019,468.0,,,,,,,,,,,,,,,,,
Northern Cape,Assault with the intent to inflict grievous bodily harm,2019,7594.0,,,,,,,,,,,,,,,,,
Northern Cape,Common assault,2019,4533.0,,,,,,,,,,,,,,,,,
Northern Cape,Common robbery,2019,1437.0,,,,,,,,,,,,,,,,,
Northern Cape,Robbery with aggravating circumstances,2019,1643.0,,,,,,,,,,,,,,,,,
Northern Cape,Contact crime (Crimes against the person),2019,17591.0,,,,,,,,,,,,,,,,,
Northern Cape,Rape,2019,1125.0,,,,,,,,,,,,,,,,,
Northern Cape,Sexual assault,2019,229.0,,,,,,,,,,,,,,,,,
Northern Cape,Attempted sexual offences,2019,186.0,,,,,,,,,,,,,,,,,
Northern Cape,Contact sexual offences,2019,50.0,,,,,,,,,,,,,,,,,
Northern Cape,Carjacking,2019,34.0,,,,,,,,,,,,,,,,,
Northern Cape,Robbery at residential premises,2019,132.0,,,,,,,,,,,,,,,,,
Northern Cape,Robbery at non-residential premises,2019,198.0,,,,,,,,,,,,,,,,,
Northern Cape,TRIO Crime,2019,364.0,,,,,,,,,,,,,,,,,
Northern Cape,Robbery of cash in transit,2019,1.0,,,,,,,,,,,,,,,,,
Northern Cape,Bank robbery,2019,0.0,,,,,,,,,,,,,,,,,
Northern Cape,Truck hijacking,2019,1.0,,,,,,,,,,,,,,,,,
Northern Cape,Arson,2019,137.0,,,,,,,,,,,,,,,,,
Northern Cape,Malicious damage to property,2019,3104.0,,,,,,,,,,,,,,,,,
Northern Cape,Contact-related crime,2019,3241.0,,,,,,,,,,,,,,,,,
Northern Cape,Burglary at non-residential premises,2019,2315.0,,,,,,,,,,,,,,,,,
Northern Cape,Burglary at residential premises,2019,6208.0,,,,,,,,,,,,,,,,,
Northern Cape,Theft of motor vehicle and motorcycle,2019,214.0,,,,,,,,,,,,,,,,,
Northern Cape,Theft out of or from motor vehicle,2019,2739.0,,,,,,,,,,,,,,,,,
Northern Cape,Stock-theft,2019,1259.0,,,,,,,,,,,,,,,,,
Northern Cape,Property-related crime,2019,12735.0,,,,,,,,,,,,,,,,,
Northern Cape,All theft not mentioned elsewhere,2019,7804.0,,,,,,,,,,,,,,,,,
Northern Cape,Commercial crime,2019,1188.0,,,,,,,,,,,,,,,,,
Northern Cape,Shoplifting,2019,1546.0,,,,,,,,,,,,,,,,,
Northern Cape,17 Community reported serious crime,2019,44105.0,,,,,,,,,,,,,,,,,
Northern Cape,Illegal possession of firearms and ammunition,2019,70.0,,,,,,,,,,,,,,,,,
Northern Cape,Drug-related crime,2019,2620.0,,,,,,,,,,,,,,,,,
Northern Cape,Driving under the influence of alcohol or drugs,2019,620.0,,,,,,,,,,,,,,,,,
Northern Cape,Sexual offences detected as a result of police action,2019,6.0,,,,,,,,,,,,,,,,,
Northern Cape,Crime detected as a result of police action,2019,3316.0,,,,,,,,,,,,,,,,,
Northern Cape,Kidnapping,2019,69.0,,,,,,,,,,,,,,,,,
Western Cape,Murder,2019,3975.0,,,,,,,,,,,,,,,,,
Western Cape,Sexual offences,2019,7303.0,,,,,,,,,,,,,,,,,
Western Cape,Attempted murder,2019,3555.0,,,,,,,,,,,,,,,,,
Western Cape,Assault with the intent to inflict grievous bodily harm,2019,23753.0,,,,,,,,,,,,,,,,,
Western Cape,Common assault,2019,38992.0,,,,,,,,,,,,,,,,,
Western Cape,Common robbery,2019,11381.0,,,,,,,,,,,,,,,,,
Western Cape,Robbery with aggravating circumstances,2019,24549.0,,,,,,,,,,,,,,,,,
Western Cape,Contact crime (Crimes against the person),2019,113508.0,,,,,,,,,,,,,,,,,
Western Cape,Rape,2019,4877.0,,,,,,,,,,,,,,,,,
Western Cape,Sexual assault,2019,1910.0,,,,,,,,,,,,,,,,,
Western Cape,Attempted sexual offences,2019,274.0,,,,,,,,,,,,,,,,,
Western Cape,Contact sexual offences,2019,242.0,,,,,,,,,,,,,,,,,
Western Cape,Carjacking,2019,2760.0,,,,,,,,,,,,,,,,,
Western Cape,Robbery at residential premises,2019,2414.0,,,,,,,,,,,,,,,,,
Western Cape,Robbery at non-residential premises,2019,1879.0,,,,,,,,,,,,,,,,,
Western Cape,Robbery of cash in transit,2019,12.0,,,,,,,,,,,,,,,,,
Western Cape,Bank robbery,2019,0.0,,,,,,,,,,,,,,,,,
Western Cape,Truck hijacking,2019,129.0,,,,,,,,,,,,,,,,,
Western Cape,Arson,2019,749.0,,,,,,,,,,,,,,,,,
Western Cape,Malicious damage to property,2019,27088.0,,,,,,,,,,,,,,,,,
Western Cape,Contact-related crime,2019,27837.0,,,,,,,,,,,,,,,,,
Western Cape,Burglary at non-residential premises,2019,10440.0,,,,,,,,,,,,,,,,,
Western Cape,Burglary at residential premises,2019,36056.0,,,,,,,,,,,,,,,,,
Western Cape,Theft of motor vehicle and motorcycle,2019,6359.0,,,,,,,,,,,,,,,,,
Western Cape,Theft out of or from motor vehicle,2019,32471.0,,,,,,,,,,,,,,,,,
Western Cape,Stock-theft,2019,1011.0,,,,,,,,,,,,,,,,,
Western Cape,Property-related crime,2019,86337.0,,,,,,,,,,,,,,,,,
Western Cape,All theft not mentioned elsewhere,2019,67827.0,,,,,,,,,,,,,,,,,
Western Cape,Commercial crime,2019,13599.0,,,,,,,,,,,,,,,,,
Western Cape,Shoplifting,2019,13165.0,,,,,,,,,,,,,,,,,
Western Cape,Other serious crime,2019,94591.0,,,,,,,,,,,,,,,,,
Western Cape,17 Community reported serious crime,2019,322273.0,,,,,,,,,,,,,,,,,
Western Cape,Drug-related crime,2019,62708.0,,,,,,,,,,,,,,,,,
Western Cape,Driving under the influence of alcohol or drugs,2019,12340.0,,,,,,,,,,,,,,,,,
Western Cape,Sexual offences detected as a result of police action,2019,165.0,,,,,,,,,,,,,,,,,
Western Cape,Crime detected as a result of police action,2019,78174.0,,,,,,,,,,,,,,,,,
Western Cape,Kidnapping,2019,748.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Murder,2020,19972.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Sexual offences,2020,46214.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Attempted murder,2020,18707.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Assault with the intent to inflict grievous bodily harm,2020,143393.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Common assault,2020,149442.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Common robbery,2020,37648.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Robbery with aggravating circumstances,2020,119841.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Contact crime (Crimes against the person),2020,535217.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Rape,2020,36330.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Sexual assault,2020,7025.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Attempted sexual offences,2020,1800.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Contact sexual offences,2020,1059.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Carjacking,2020,16731.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Robbery at residential premises,2020,20870.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Robbery at non-residential premises,2020,18231.0,,,,,,,,,,,,,,,,,
Republic of South Africa,TRIO Crime,2020,55831.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Robbery of cash in transit,2020,195.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Bank robbery,2020,2.0,,,,,,,,,,,,,,,,,
Eastern Cape,All theft not mentioned elsewhere,2020,4033.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Arson,2020,3238.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Malicious damage to property,2020,99031.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Contact-related crime,2020,102269.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Burglary at non-residential premises,2020,65508.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Burglary at residential premises,2020,159721.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Theft of motor vehicle and motorcycle,2020,35023.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Theft out of or from motor vehicle,2020,83183.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Stock-theft,2020,26310.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Property-related crime,2020,369745.0,,,,,,,,,,,,,,,,,
Republic of South Africa,All theft not mentioned elsewhere,2020,224345.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Commercial crime,2020,82890.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Shoplifting,2020,47331.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Other serious crime,2020,354566.0,,,,,,,,,,,,,,,,,
Republic of South Africa,17 Community reported serious crime,2020,1361797.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Illegal possession of firearms and ammunition,2020,12930.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Driving under the influence of alcohol or drugs,2020,35860.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Sexual offences detected as a result of police action,2020,6946.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Crime detected as a result of police action,2020,177095.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Kidnapping,2020,6036.0,,,,,,,,,,,,,,,,,
Eastern Cape,Murder,2020,3713.0,,,,,,,,,,,,,,,,,
Eastern Cape,Sexual offences,2020,7445.0,,,,,,,,,,,,,,,,,
Eastern Cape,Attempted murder,2020,2104.0,,,,,,,,,,,,,,,,,
Eastern Cape,Assault with the intent to inflict grievous bodily harm,2020,20238.0,,,,,,,,,,,,,,,,,
Eastern Cape,Common assault,2020,11399.0,,,,,,,,,,,,,,,,,
Eastern Cape,Common robbery,2020,2736.0,,,,,,,,,,,,,,,,,
Eastern Cape,Robbery with aggravating circumstances,2020,11458.0,,,,,,,,,,,,,,,,,
Eastern Cape,Contact crime (Crimes against the person),2020,59093.0,,,,,,,,,,,,,,,,,
Eastern Cape,Rape,2020,6114.0,,,,,,,,,,,,,,,,,
Eastern Cape,Sexual assault,2020,891.0,,,,,,,,,,,,,,,,,
Eastern Cape,Attempted sexual offences,2020,320.0,,,,,,,,,,,,,,,,,
Eastern Cape,Contact sexual offences,2020,120.0,,,,,,,,,,,,,,,,,
Eastern Cape,Carjacking,2020,996.0,,,,,,,,,,,,,,,,,
Eastern Cape,Robbery at residential premises,2020,2101.0,,,,,,,,,,,,,,,,,
Eastern Cape,Robbery at non-residential premises,2020,1954.0,,,,,,,,,,,,,,,,,
Eastern Cape,TRIO Crime,2020,5051.0,,,,,,,,,,,,,,,,,
Eastern Cape,Robbery of cash in transit,2020,32.0,,,,,,,,,,,,,,,,,
Eastern Cape,Bank robbery,2020,1.0,,,,,,,,,,,,,,,,,
Eastern Cape,Truck hijacking,2020,159.0,,,,,,,,,,,,,,,,,
